"date","location","new_cases","new_deaths","total_cases","total_deaths","percentage_cases_growth","days_since_100"
2020-03-13,"Israel",0,0,75,0,0,0
2020-03-14,"Israel",25,0,100,0,0.333333333333333,1
2020-03-15,"Israel",78,0,178,0,0.78,2
2020-03-16,"Israel",22,0,200,0,0.123595505617978,3
2020-01-31,"Italy",0,0,2,0,0,0
2020-02-01,"Italy",0,0,2,0,0,0
2020-02-02,"Italy",0,0,2,0,0,0
2020-02-03,"Italy",0,0,2,0,0,0
2020-02-04,"Italy",0,0,2,0,0,0
2020-02-05,"Italy",0,0,2,0,0,0
2020-02-06,"Italy",0,0,2,0,0,0
2020-02-07,"Italy",1,0,3,0,0.5,0
2020-02-08,"Italy",0,0,3,0,0,0
2020-02-09,"Italy",0,0,3,0,0,0
2020-02-10,"Italy",0,0,3,0,0,0
2020-02-11,"Italy",0,0,3,0,0,0
2020-02-12,"Italy",0,0,3,0,0,0
2020-02-13,"Italy",0,0,3,0,0,0
2020-02-14,"Italy",0,0,3,0,0,0
2020-02-15,"Italy",0,0,3,0,0,0
2020-02-16,"Italy",0,0,3,0,0,0
2020-02-17,"Italy",0,0,3,0,0,0
2020-02-18,"Italy",0,0,3,0,0,0
2020-02-19,"Italy",0,0,3,0,0,0
2020-02-20,"Italy",0,0,3,0,0,0
2020-02-21,"Italy",0,0,3,0,0,0
2020-02-22,"Italy",6,0,9,0,2,0
2020-02-23,"Italy",67,0,76,2,7.44444444444444,0
2020-02-24,"Italy",48,0,124,2,0.631578947368421,1
2020-02-25,"Italy",105,4,229,6,0.846774193548387,2
2020-02-26,"Italy",93,5,322,11,0.406113537117904,3
2020-02-27,"Italy",78,1,400,12,0.242236024844721,4
2020-02-28,"Italy",250,5,650,17,0.625,5
2020-02-29,"Italy",238,4,888,21,0.366153846153846,6
2020-03-01,"Italy",240,8,1128,29,0.27027027027027,7
2020-03-02,"Italy",561,6,1689,35,0.497340425531915,8
2020-03-03,"Italy",347,17,2036,52,0.205447010065127,9
2020-03-04,"Italy",466,28,2502,80,0.228880157170923,10
2020-03-05,"Italy",587,27,3089,107,0.234612310151879,11
2020-03-06,"Italy",769,41,3858,148,0.248947879572677,12
2020-03-07,"Italy",778,49,4636,197,0.2016588906169,13
2020-03-08,"Italy",1247,37,5883,234,0.268981880931838,14
2020-03-09,"Italy",1492,132,7375,366,0.253612102668706,15
2020-03-10,"Italy",1797,97,9172,463,0.243661016949153,16
2020-03-11,"Italy",977,168,10149,631,0.106519843000436,17
2020-03-12,"Italy",2313,196,12462,827,0.22790422701744,18
2020-03-13,"Italy",2651,189,15113,1016,0.21272668913497,19
2020-03-14,"Italy",2547,252,17660,1268,0.168530404287699,20
2020-03-15,"Italy",3497,173,21157,1441,0.1980181200453,21
2020-03-16,"Italy",3590,368,24747,1809,0.169683792598194,22
2020-03-11,"Jamaica",0,0,1,0,0,0
2020-03-12,"Jamaica",0,0,1,0,0,0
2020-03-13,"Jamaica",0,0,1,0,0,0
2020-03-14,"Jamaica",6,0,7,0,6,0
2020-03-15,"Jamaica",1,0,8,0,0.142857142857143,0
2020-03-16,"Jamaica",2,0,10,0,0.25,0
2020-01-21,"Japan",0,0,1,0,0,0
2020-01-22,"Japan",0,0,1,0,0,0
2020-01-23,"Japan",0,0,1,0,0,0
2020-01-24,"Japan",0,0,1,0,0,0
2020-01-25,"Japan",2,0,3,0,2,0
2020-01-26,"Japan",0,0,3,0,0,0
2020-01-27,"Japan",1,0,4,0,0.333333333333333,0
2020-01-28,"Japan",2,0,6,0,0.5,0
2020-01-29,"Japan",1,0,7,0,0.166666666666667,0
2020-01-30,"Japan",4,0,11,0,0.571428571428571,0
2020-01-31,"Japan",3,0,14,0,0.272727272727273,0
2020-02-01,"Japan",3,0,17,0,0.214285714285714,0
2020-02-02,"Japan",3,0,20,0,0.176470588235294,0
2020-02-03,"Japan",0,0,20,0,0,0
2020-02-04,"Japan",0,0,20,0,0,0
2020-02-05,"Japan",3,0,23,0,0.15,0
2020-02-06,"Japan",2,0,25,0,0.0869565217391304,0
2020-02-07,"Japan",0,0,25,0,0,0
2020-02-08,"Japan",0,0,25,0,0,0
2020-02-09,"Japan",1,0,26,0,0.04,0
2020-02-10,"Japan",0,0,26,0,0,0
2020-02-11,"Japan",0,0,26,0,0,0
2020-02-12,"Japan",2,0,28,0,0.0769230769230769,0
2020-02-13,"Japan",1,0,29,0,0.0357142857142857,0
2020-02-14,"Japan",4,0,33,1,0.137931034482759,0
2020-02-15,"Japan",8,0,41,1,0.242424242424242,0
2020-02-16,"Japan",12,0,53,1,0.292682926829268,0
2020-02-17,"Japan",6,0,59,1,0.113207547169811,0
2020-02-18,"Japan",6,0,65,1,0.101694915254237,0
2020-02-19,"Japan",8,0,73,1,0.123076923076923,0
2020-02-20,"Japan",12,0,85,1,0.164383561643836,0
2020-02-21,"Japan",8,0,93,1,0.0941176470588235,0
2020-02-22,"Japan",12,0,105,1,0.129032258064516,1
2020-02-23,"Japan",27,0,132,1,0.257142857142857,2
2020-02-24,"Japan",12,0,144,1,0.0909090909090909,3
2020-02-25,"Japan",13,0,157,1,0.0902777777777778,4
2020-02-26,"Japan",7,0,164,1,0.0445859872611465,5
2020-02-27,"Japan",22,2,186,3,0.134146341463415,6
2020-02-28,"Japan",24,1,210,4,0.129032258064516,7
2020-02-29,"Japan",20,1,230,5,0.0952380952380952,8
2020-03-01,"Japan",9,0,239,5,0.0391304347826087,9
2020-03-02,"Japan",15,1,254,6,0.0627615062761506,10
2020-03-03,"Japan",14,0,268,6,0.0551181102362205,11
2020-03-04,"Japan",16,0,284,6,0.0597014925373134,12
2020-03-05,"Japan",33,0,317,6,0.116197183098592,13
2020-03-06,"Japan",32,0,349,6,0.100946372239748,14
2020-03-07,"Japan",59,0,408,6,0.169054441260745,15
2020-03-08,"Japan",47,0,455,6,0.115196078431373,16
2020-03-09,"Japan",33,1,488,7,0.0725274725274725,17
2020-03-10,"Japan",26,2,514,9,0.0532786885245902,18
2020-03-11,"Japan",54,3,568,12,0.105058365758755,19
2020-03-12,"Japan",52,3,620,15,0.0915492957746479,20
2020-03-13,"Japan",55,4,675,19,0.0887096774193548,21
2020-03-14,"Japan",41,2,716,21,0.0607407407407407,22
2020-03-15,"Japan",64,1,780,22,0.0893854748603352,23
2020-03-16,"Japan",34,2,814,24,0.0435897435897436,24
2020-03-13,"Jersey",0,0,2,0,0,0
2020-03-14,"Jersey",0,0,2,0,0,0
2020-03-15,"Jersey",0,0,2,0,0,0
2020-03-16,"Jersey",0,0,2,0,0,0
2020-03-03,"Jordan",0,0,1,0,0,0
2020-03-04,"Jordan",0,0,1,0,0,0
2020-03-05,"Jordan",0,0,1,0,0,0
2020-03-06,"Jordan",0,0,1,0,0,0
2020-03-07,"Jordan",0,0,1,0,0,0
2020-03-08,"Jordan",0,0,1,0,0,0
2020-03-09,"Jordan",0,0,1,0,0,0
2020-03-10,"Jordan",0,0,1,0,0,0
2020-03-11,"Jordan",0,0,1,0,0,0
2020-03-12,"Jordan",0,0,1,0,0,0
2020-03-13,"Jordan",0,0,1,0,0,0
2020-03-14,"Jordan",0,0,1,0,0,0
2020-03-15,"Jordan",0,0,1,0,0,0
2020-03-16,"Jordan",5,0,6,0,5,0
2020-03-15,"Kazakhstan",0,0,6,0,0,0
2020-03-16,"Kazakhstan",0,0,6,0,0,0
2020-03-14,"Kenya",0,0,1,0,0,0
2020-03-15,"Kenya",0,0,1,0,0,0
2020-03-16,"Kenya",0,0,1,0,0,0
2020-02-24,"Kuwait",0,0,3,0,0,0
2020-02-25,"Kuwait",5,0,8,0,1.66666666666667,0
2020-02-26,"Kuwait",4,0,12,0,0.5,0
2020-02-27,"Kuwait",31,0,43,0,2.58333333333333,0
2020-02-28,"Kuwait",0,0,43,0,0,0
2020-02-29,"Kuwait",2,0,45,0,0.0465116279069767,0
2020-03-01,"Kuwait",0,0,45,0,0,0
2020-03-02,"Kuwait",11,0,56,0,0.244444444444444,0
2020-03-03,"Kuwait",0,0,56,0,0,0
2020-03-04,"Kuwait",0,0,56,0,0,0
2020-03-05,"Kuwait",2,0,58,0,0.0357142857142857,0
2020-03-06,"Kuwait",0,0,58,0,0,0
2020-03-07,"Kuwait",0,0,58,0,0,0
2020-03-08,"Kuwait",4,0,62,0,0.0689655172413793,0
2020-03-09,"Kuwait",2,0,64,0,0.032258064516129,0
2020-03-10,"Kuwait",1,0,65,0,0.015625,0
2020-03-11,"Kuwait",4,0,69,0,0.0615384615384615,0
2020-03-12,"Kuwait",11,0,80,0,0.159420289855072,0
2020-03-13,"Kuwait",0,0,80,0,0,0
2020-03-14,"Kuwait",20,0,100,0,0.25,1
2020-03-15,"Kuwait",12,0,112,0,0.12,2
2020-03-16,"Kuwait",0,0,112,0,0,3
2020-03-03,"Latvia",0,0,1,0,0,0
2020-03-04,"Latvia",0,0,1,0,0,0
2020-03-05,"Latvia",0,0,1,0,0,0
2020-03-06,"Latvia",0,0,1,0,0,0
2020-03-07,"Latvia",0,0,1,0,0,0
2020-03-08,"Latvia",0,0,1,0,0,0
2020-03-09,"Latvia",2,0,3,0,2,0
2020-03-10,"Latvia",3,0,6,0,1,0
2020-03-11,"Latvia",2,0,8,0,0.333333333333333,0
2020-03-12,"Latvia",8,0,16,0,1,0
2020-03-13,"Latvia",0,0,16,0,0,0
2020-03-14,"Latvia",0,0,16,0,0,0
2020-03-15,"Latvia",14,0,30,0,0.875,0
2020-03-16,"Latvia",1,0,31,0,0.0333333333333333,0
2020-02-22,"Lebanon",0,0,1,0,0,0
2020-02-23,"Lebanon",0,0,1,0,0,0
2020-02-24,"Lebanon",0,0,1,0,0,0
2020-02-25,"Lebanon",0,0,1,0,0,0
2020-02-26,"Lebanon",0,0,1,0,0,0
2020-02-27,"Lebanon",1,0,2,0,1,0
2020-02-28,"Lebanon",0,0,2,0,0,0
2020-02-29,"Lebanon",0,0,2,0,0,0
2020-03-01,"Lebanon",0,0,2,0,0,0
2020-03-02,"Lebanon",8,0,10,0,4,0
2020-03-03,"Lebanon",3,0,13,0,0.3,0
2020-03-04,"Lebanon",0,0,13,0,0,0
2020-03-05,"Lebanon",0,0,13,0,0,0
2020-03-06,"Lebanon",3,0,16,0,0.230769230769231,0
2020-03-07,"Lebanon",6,0,22,0,0.375,0
2020-03-08,"Lebanon",6,0,28,0,0.272727272727273,0
2020-03-09,"Lebanon",4,0,32,0,0.142857142857143,0
2020-03-10,"Lebanon",9,0,41,0,0.28125,0
2020-03-11,"Lebanon",0,0,41,1,0,0
2020-03-12,"Lebanon",25,2,66,3,0.609756097560976,0
2020-03-13,"Lebanon",0,0,66,3,0,0
2020-03-14,"Lebanon",11,1,77,4,0.166666666666667,0
2020-03-15,"Lebanon",16,0,93,4,0.207792207792208,0
2020-03-16,"Lebanon",6,0,99,0,0.0645161290322581,0
2020-03-05,"Liechtenstein",0,0,1,0,0,0
2020-03-06,"Liechtenstein",0,0,1,0,0,0
2020-03-07,"Liechtenstein",0,0,1,0,0,0
2020-03-08,"Liechtenstein",0,0,1,0,0,0
2020-03-09,"Liechtenstein",0,0,1,0,0,0
2020-03-10,"Liechtenstein",0,0,1,0,0,0
2020-03-11,"Liechtenstein",0,0,1,0,0,0
2020-03-12,"Liechtenstein",0,0,1,0,0,0
2020-03-13,"Liechtenstein",3,0,4,0,3,0
2020-03-14,"Liechtenstein",0,0,4,0,0,0
2020-03-15,"Liechtenstein",0,0,4,0,0,0
2020-03-16,"Liechtenstein",3,0,7,0,0.75,0
2020-02-28,"Lithuania",0,0,1,0,0,0
2020-02-29,"Lithuania",0,0,1,0,0,0
2020-03-01,"Lithuania",0,0,1,0,0,0
2020-03-02,"Lithuania",0,0,1,0,0,0
2020-03-03,"Lithuania",0,0,1,0,0,0
2020-03-04,"Lithuania",0,0,1,0,0,0
2020-03-05,"Lithuania",0,0,1,0,0,0
2020-03-06,"Lithuania",0,0,1,0,0,0
2020-03-07,"Lithuania",0,0,1,0,0,0
2020-03-08,"Lithuania",0,0,1,0,0,0
2020-03-09,"Lithuania",0,0,1,0,0,0
2020-03-10,"Lithuania",0,0,1,0,0,0
2020-03-11,"Lithuania",0,0,1,0,0,0
2020-03-12,"Lithuania",2,0,3,0,2,0
2020-03-13,"Lithuania",0,0,3,0,0,0
2020-03-14,"Lithuania",3,0,6,0,1,0
2020-03-15,"Lithuania",3,0,9,0,0.5,0
2020-03-16,"Lithuania",5,0,14,0,0.555555555555556,0
2020-03-02,"Luxembourg",0,0,1,0,0,0
2020-03-03,"Luxembourg",0,0,1,0,0,0
2020-03-04,"Luxembourg",0,0,1,0,0,0
2020-03-05,"Luxembourg",0,0,1,0,0,0
2020-03-06,"Luxembourg",0,0,1,0,0,0
2020-03-07,"Luxembourg",1,0,2,0,1,0
2020-03-08,"Luxembourg",0,0,2,0,0,0
2020-03-09,"Luxembourg",0,0,2,0,0,0
2020-03-10,"Luxembourg",3,0,5,0,1.5,0
2020-03-11,"Luxembourg",0,0,5,0,0,0
2020-03-12,"Luxembourg",12,0,17,0,2.4,0
2020-03-13,"Luxembourg",0,0,17,0,0,0
2020-03-14,"Luxembourg",21,0,38,1,1.23529411764706,0
2020-03-15,"Luxembourg",0,0,38,1,0,0
2020-03-16,"Luxembourg",0,0,38,1,0,0
2020-01-26,"Malaysia",0,0,3,0,0,0
2020-01-27,"Malaysia",1,0,4,0,0.333333333333333,0
2020-01-28,"Malaysia",0,0,4,0,0,0
2020-01-29,"Malaysia",0,0,4,0,0,0
2020-01-30,"Malaysia",3,0,7,0,0.75,0
2020-01-31,"Malaysia",1,0,8,0,0.142857142857143,0
2020-02-01,"Malaysia",0,0,8,0,0,0
2020-02-02,"Malaysia",0,0,8,0,0,0
2020-02-03,"Malaysia",0,0,8,0,0,0
2020-02-04,"Malaysia",2,0,10,0,0.25,0
2020-02-05,"Malaysia",0,0,10,0,0,0
2020-02-06,"Malaysia",2,0,12,0,0.2,0
2020-02-07,"Malaysia",2,0,14,0,0.166666666666667,0
2020-02-08,"Malaysia",1,0,15,0,0.0714285714285714,0
2020-02-09,"Malaysia",2,0,17,0,0.133333333333333,0
2020-02-10,"Malaysia",1,0,18,0,0.0588235294117647,0
2020-02-11,"Malaysia",0,0,18,0,0,0
2020-02-12,"Malaysia",0,0,18,0,0,0
2020-02-13,"Malaysia",0,0,18,0,0,0
2020-02-14,"Malaysia",1,0,19,0,0.0555555555555556,0
2020-02-15,"Malaysia",2,0,21,0,0.105263157894737,0
2020-02-16,"Malaysia",1,0,22,0,0.0476190476190476,0
2020-02-17,"Malaysia",0,0,22,0,0,0
2020-02-18,"Malaysia",0,0,22,0,0,0
2020-02-19,"Malaysia",0,0,22,0,0,0
2020-02-20,"Malaysia",0,0,22,0,0,0
2020-02-21,"Malaysia",0,0,22,0,0,0
2020-02-22,"Malaysia",0,0,22,0,0,0
2020-02-23,"Malaysia",0,0,22,0,0,0
2020-02-24,"Malaysia",0,0,22,0,0,0
2020-02-25,"Malaysia",0,0,22,0,0,0
2020-02-26,"Malaysia",0,0,22,0,0,0
2020-02-27,"Malaysia",0,0,22,0,0,0
2020-02-28,"Malaysia",2,0,24,0,0.0909090909090909,0
2020-02-29,"Malaysia",0,0,24,0,0,0
2020-03-01,"Malaysia",0,0,24,0,0,0
2020-03-02,"Malaysia",0,0,24,0,0,0
2020-03-03,"Malaysia",5,0,29,0,0.208333333333333,0
2020-03-04,"Malaysia",21,0,50,0,0.724137931034483,0
2020-03-05,"Malaysia",0,0,50,0,0,0
2020-03-06,"Malaysia",5,0,55,0,0.1,0
2020-03-07,"Malaysia",28,0,83,0,0.509090909090909,0
2020-03-08,"Malaysia",10,0,93,0,0.120481927710843,0
2020-03-09,"Malaysia",0,0,93,0,0,0
2020-03-10,"Malaysia",24,0,117,0,0.258064516129032,1
2020-03-11,"Malaysia",12,0,129,0,0.102564102564103,2
2020-03-12,"Malaysia",0,0,129,0,0,3
2020-03-13,"Malaysia",0,0,129,0,0,4
2020-03-14,"Malaysia",68,0,197,0,0.527131782945736,5
2020-03-15,"Malaysia",41,0,238,0,0.208121827411168,6
2020-03-16,"Malaysia",315,0,553,0,1.32352941176471,7
2020-03-08,"Maldives",0,0,2,0,0,0
2020-03-09,"Maldives",2,0,4,0,1,0
2020-03-10,"Maldives",0,0,4,0,0,0
2020-03-11,"Maldives",4,0,8,0,1,0
2020-03-12,"Maldives",0,0,8,0,0,0
2020-03-13,"Maldives",0,0,8,0,0,0
2020-03-14,"Maldives",1,0,9,0,0.125,0
2020-03-15,"Maldives",1,0,10,0,0.111111111111111,0
2020-03-16,"Maldives",3,0,13,0,0.3,0
2020-03-08,"Malta",0,0,3,0,0,0
2020-03-09,"Malta",0,0,3,0,0,0
2020-03-10,"Malta",1,0,4,0,0.333333333333333,0
2020-03-11,"Malta",0,0,4,0,0,0
2020-03-12,"Malta",2,0,6,0,0.5,0
2020-03-13,"Malta",3,0,9,0,0.5,0
2020-03-14,"Malta",3,0,12,0,0.333333333333333,0
2020-03-15,"Malta",0,0,12,0,0,0
2020-03-16,"Malta",9,0,21,0,0.75,0
2020-03-08,"Martinique",0,0,2,0,0,0
2020-03-09,"Martinique",0,0,2,0,0,0
2020-03-10,"Martinique",0,0,2,0,0,0
2020-03-11,"Martinique",1,0,3,0,0.5,0
2020-03-12,"Martinique",0,0,3,0,0,0
2020-03-13,"Martinique",1,0,4,0,0.333333333333333,0
2020-03-14,"Martinique",2,0,6,0,0.5,0
2020-03-15,"Martinique",4,0,10,0,0.666666666666667,0
2020-03-16,"Martinique",5,0,15,0,0.5,0
2020-03-15,"Mauritania",0,0,1,0,0,0
2020-03-16,"Mauritania",0,0,1,0,0,0
2020-03-15,"Mayotte",0,0,1,0,0,0
2020-03-16,"Mayotte",0,0,1,0,0,0
2020-02-29,"Mexico",0,0,2,0,0,0
2020-03-01,"Mexico",0,0,2,0,0,0
2020-03-02,"Mexico",3,0,5,0,1.5,0
2020-03-03,"Mexico",0,0,5,0,0,0
2020-03-04,"Mexico",0,0,5,0,0,0
2020-03-05,"Mexico",0,0,5,0,0,0
2020-03-06,"Mexico",0,0,5,0,0,0
2020-03-07,"Mexico",0,0,5,0,0,0
2020-03-08,"Mexico",2,0,7,0,0.4,0
2020-03-09,"Mexico",0,0,7,0,0,0
2020-03-10,"Mexico",0,0,7,0,0,0
2020-03-11,"Mexico",0,0,7,0,0,0
2020-03-12,"Mexico",4,0,11,0,0.571428571428571,0
2020-03-13,"Mexico",1,0,12,0,0.0909090909090909,0
2020-03-14,"Mexico",14,0,26,0,1.16666666666667,0
2020-03-15,"Mexico",15,0,41,0,0.576923076923077,0
2020-03-16,"Mexico",12,0,53,0,0.292682926829268,0
2020-03-01,"Monaco",0,0,1,0,0,0
2020-03-02,"Monaco",0,0,1,0,0,0
2020-03-03,"Monaco",0,0,1,0,0,0
2020-03-04,"Monaco",0,0,1,0,0,0
2020-03-05,"Monaco",0,0,1,0,0,0
2020-03-06,"Monaco",0,0,1,0,0,0
2020-03-07,"Monaco",0,0,1,0,0,0
2020-03-08,"Monaco",0,0,1,0,0,0
2020-03-09,"Monaco",0,0,1,0,0,0
2020-03-10,"Monaco",0,0,1,0,0,0
2020-03-11,"Monaco",0,0,1,0,0,0
2020-03-12,"Monaco",0,0,1,0,0,0
2020-03-13,"Monaco",0,0,1,0,0,0
2020-03-14,"Monaco",1,0,2,0,1,0
2020-03-15,"Monaco",0,0,2,0,0,0
2020-03-16,"Monaco",7,0,9,0,3.5,0
2020-03-10,"Mongolia",0,0,1,0,0,0
2020-03-11,"Mongolia",0,0,1,0,0,0
2020-03-12,"Mongolia",0,0,1,0,0,0
2020-03-13,"Mongolia",0,0,1,0,0,0
2020-03-14,"Mongolia",0,0,1,0,0,0
2020-03-15,"Mongolia",0,0,1,0,0,0
2020-03-16,"Mongolia",0,0,1,0,0,0
2020-03-03,"Morocco",0,0,1,0,0,0
2020-03-04,"Morocco",0,0,1,0,0,0
2020-03-05,"Morocco",1,0,2,0,1,0
2020-03-06,"Morocco",0,0,2,0,0,0
2020-03-07,"Morocco",0,0,2,0,0,0
2020-03-08,"Morocco",0,0,2,0,0,0
2020-03-09,"Morocco",0,0,2,0,0,0
2020-03-10,"Morocco",0,0,2,0,0,0
2020-03-11,"Morocco",1,0,3,1,0.5,0
2020-03-12,"Morocco",2,0,5,1,0.666666666666667,0
2020-03-13,"Morocco",1,0,6,1,0.2,0
2020-03-14,"Morocco",1,0,7,1,0.166666666666667,0
2020-03-15,"Morocco",11,0,18,1,1.57142857142857,0
2020-03-16,"Morocco",10,0,28,1,0.555555555555556,0
2020-03-15,"Namibia",0,0,2,0,0,0
2020-03-16,"Namibia",0,0,2,0,0,0
2020-01-25,"Nepal",0,0,1,0,0,0
2020-01-26,"Nepal",0,0,1,0,0,0
2020-01-27,"Nepal",0,0,1,0,0,0
2020-01-28,"Nepal",0,0,1,0,0,0
2020-01-29,"Nepal",0,0,1,0,0,0
2020-01-30,"Nepal",0,0,1,0,0,0
2020-01-31,"Nepal",0,0,1,0,0,0
2020-02-01,"Nepal",0,0,1,0,0,0
2020-02-02,"Nepal",0,0,1,0,0,0
2020-02-03,"Nepal",0,0,1,0,0,0
2020-02-04,"Nepal",0,0,1,0,0,0
2020-02-05,"Nepal",0,0,1,0,0,0
2020-02-06,"Nepal",0,0,1,0,0,0
2020-02-07,"Nepal",0,0,1,0,0,0
2020-02-08,"Nepal",0,0,1,0,0,0
2020-02-09,"Nepal",0,0,1,0,0,0
2020-02-10,"Nepal",0,0,1,0,0,0
2020-02-11,"Nepal",0,0,1,0,0,0
2020-02-12,"Nepal",0,0,1,0,0,0
2020-02-13,"Nepal",0,0,1,0,0,0
2020-02-14,"Nepal",0,0,1,0,0,0
2020-02-15,"Nepal",0,0,1,0,0,0
2020-02-16,"Nepal",0,0,1,0,0,0
2020-02-17,"Nepal",0,0,1,0,0,0
2020-02-18,"Nepal",0,0,1,0,0,0
2020-02-19,"Nepal",0,0,1,0,0,0
2020-02-20,"Nepal",0,0,1,0,0,0
2020-02-21,"Nepal",0,0,1,0,0,0
2020-02-22,"Nepal",0,0,1,0,0,0
2020-02-23,"Nepal",0,0,1,0,0,0
2020-02-24,"Nepal",0,0,1,0,0,0
2020-02-25,"Nepal",0,0,1,0,0,0
2020-02-26,"Nepal",0,0,1,0,0,0
2020-02-27,"Nepal",0,0,1,0,0,0
2020-02-28,"Nepal",0,0,1,0,0,0
2020-02-29,"Nepal",0,0,1,0,0,0
2020-03-01,"Nepal",0,0,1,0,0,0
2020-03-02,"Nepal",0,0,1,0,0,0
2020-03-03,"Nepal",0,0,1,0,0,0
2020-03-04,"Nepal",0,0,1,0,0,0
2020-03-05,"Nepal",0,0,1,0,0,0
2020-03-06,"Nepal",0,0,1,0,0,0
2020-03-07,"Nepal",0,0,1,0,0,0
2020-03-08,"Nepal",0,0,1,0,0,0
2020-03-09,"Nepal",0,0,1,0,0,0
2020-03-10,"Nepal",0,0,1,0,0,0
2020-03-11,"Nepal",0,0,1,0,0,0
2020-03-12,"Nepal",0,0,1,0,0,0
2020-03-13,"Nepal",0,0,1,0,0,0
2020-03-14,"Nepal",0,0,1,0,0,0
2020-03-15,"Nepal",0,0,1,0,0,0
2020-03-16,"Nepal",0,0,1,0,0,0
2020-02-28,"Netherlands",0,0,1,0,0,0
2020-02-29,"Netherlands",1,0,2,0,1,0
2020-03-01,"Netherlands",5,0,7,0,2.5,0
2020-03-02,"Netherlands",6,0,13,0,0.857142857142857,0
2020-03-03,"Netherlands",5,0,18,0,0.384615384615385,0
2020-03-04,"Netherlands",10,0,28,0,0.555555555555556,0
2020-03-05,"Netherlands",10,0,38,0,0.357142857142857,0
2020-03-06,"Netherlands",44,0,82,0,1.15789473684211,0
2020-03-07,"Netherlands",46,0,128,1,0.560975609756098,1
2020-03-08,"Netherlands",60,0,188,1,0.46875,2
2020-03-09,"Netherlands",77,2,265,3,0.409574468085106,3
2020-03-10,"Netherlands",56,0,321,3,0.211320754716981,4
2020-03-11,"Netherlands",61,1,382,4,0.190031152647975,5
2020-03-12,"Netherlands",121,1,503,5,0.316753926701571,6
2020-03-13,"Netherlands",111,0,614,5,0.220675944333996,7
2020-03-14,"Netherlands",190,5,804,10,0.309446254071661,8
2020-03-15,"Netherlands",155,2,959,12,0.192786069651741,9
2020-03-16,"Netherlands",176,8,1135,20,0.183524504692388,10
2020-02-28,"New Zealand",0,0,1,0,0,0
2020-02-29,"New Zealand",0,0,1,0,0,0
2020-03-01,"New Zealand",0,0,1,0,0,0
2020-03-02,"New Zealand",0,0,1,0,0,0
2020-03-03,"New Zealand",1,0,2,0,1,0
2020-03-04,"New Zealand",0,0,2,0,0,0
2020-03-05,"New Zealand",0,0,2,0,0,0
2020-03-06,"New Zealand",2,0,4,0,1,0
2020-03-07,"New Zealand",1,0,5,0,0.25,0
2020-03-08,"New Zealand",0,0,5,0,0,0
2020-03-09,"New Zealand",0,0,5,0,0,0
2020-03-10,"New Zealand",0,0,5,0,0,0
2020-03-11,"New Zealand",0,0,5,0,0,0
2020-03-12,"New Zealand",0,0,5,0,0,0
2020-03-13,"New Zealand",0,0,5,0,0,0
2020-03-14,"New Zealand",1,0,6,0,0.2,0
2020-03-15,"New Zealand",0,0,6,0,0,0
2020-03-16,"New Zealand",0,0,6,0,0,0
2020-02-28,"Nigeria",0,0,1,0,0,0
2020-02-29,"Nigeria",0,0,1,0,0,0
2020-03-01,"Nigeria",0,0,1,0,0,0
2020-03-02,"Nigeria",0,0,1,0,0,0
2020-03-03,"Nigeria",0,0,1,0,0,0
2020-03-04,"Nigeria",0,0,1,0,0,0
2020-03-05,"Nigeria",0,0,1,0,0,0
2020-03-06,"Nigeria",0,0,1,0,0,0
2020-03-07,"Nigeria",0,0,1,0,0,0
2020-03-08,"Nigeria",0,0,1,0,0,0
2020-03-09,"Nigeria",1,0,2,0,1,0
2020-03-10,"Nigeria",0,0,2,0,0,0
2020-03-11,"Nigeria",0,0,2,0,0,0
2020-03-12,"Nigeria",0,0,2,0,0,0
2020-03-13,"Nigeria",0,0,2,0,0,0
2020-03-14,"Nigeria",0,0,2,0,0,0
2020-03-15,"Nigeria",0,0,2,0,0,0
2020-03-16,"Nigeria",0,0,2,0,0,0
2020-02-27,"Macedonia",0,0,1,0,0,0
2020-02-28,"Macedonia",0,0,1,0,0,0
2020-02-29,"Macedonia",0,0,1,0,0,0
2020-03-01,"Macedonia",0,0,1,0,0,0
2020-03-02,"Macedonia",0,0,1,0,0,0
2020-03-03,"Macedonia",0,0,1,0,0,0
2020-03-04,"Macedonia",0,0,1,0,0,0
2020-03-05,"Macedonia",0,0,1,0,0,0
2020-03-06,"Macedonia",0,0,1,0,0,0
2020-03-07,"Macedonia",2,0,3,0,2,0
2020-03-08,"Macedonia",0,0,3,0,0,0
2020-03-09,"Macedonia",0,0,3,0,0,0
2020-03-10,"Macedonia",4,0,7,0,1.33333333333333,0
2020-03-11,"Macedonia",0,0,7,0,0,0
2020-03-12,"Macedonia",0,0,7,0,0,0
2020-03-13,"Macedonia",0,0,7,0,0,0
2020-03-14,"Macedonia",2,0,9,0,0.285714285714286,0
2020-03-15,"Macedonia",4,0,13,0,0.444444444444444,0
2020-03-16,"Macedonia",0,0,13,0,0,0
2020-02-27,"Norway",0,0,1,0,0,0
2020-02-28,"Norway",3,0,4,0,3,0
2020-02-29,"Norway",2,0,6,0,0.5,0
2020-03-01,"Norway",9,0,15,0,1.5,0
2020-03-02,"Norway",4,0,19,0,0.266666666666667,0
2020-03-03,"Norway",6,0,25,0,0.315789473684211,0
2020-03-04,"Norway",7,0,32,0,0.28,0
2020-03-05,"Norway",24,0,56,0,0.75,0
2020-03-06,"Norway",30,0,86,0,0.535714285714286,0
